name, currStatus, capital, 证券机构, 会计事务所, 律师事务所, 资产评估机构
上海复旦微电子集团股份有限公司, 2, 6, 中信建投证券股份有限公司, 天健会计师事务所（特殊普通合伙）, 上海市锦天城律师事务所
苏州和林微纳科技股份有限公司, 3, 3.27, 华菁证券有限公司, 天衡会计师事务所（特殊普通合伙）, 江苏世纪同仁律师事务所, 北京天健兴业资产评估有限公司
广东博力威科技股份有限公司, 3, 4.3991, 东莞证券股份有限公司, 大信会计师事务所（特殊普通合伙）, 广东信达律师事务所, 中京民信(北京)资产评估有限公司
上海艾力斯医药科技股份有限公司, 5, 15.0268, 中信证券股份有限公司, 普华永道中天会计师事务所（特殊普通合伙）, 上海市通力律师事务所, 上海东洲资产评估有限公司
杭华油墨股份有限公司, 5, 3.8286, 浙商证券股份有限公司, 天健会计师事务所（特殊普通合伙）, 国浩律师（上海）事务所, 坤元资产评估有限公司
上海新致软件股份有限公司, 5, 5.2459, 长江证券承销保荐有限公司, 立信会计师事务所（特殊普通合伙）, 上海市锦天城律师事务所, 银信资产评估有限公司
浙江科惠医疗器械股份有限公司, 2, 5.88, 中信证券股份有限公司, 立信会计师事务所（特殊普通合伙）, 北京雍行律师事务所, 银信资产评估有限公司
赛赫智能设备（上海）股份有限公司, 2, 6, 国信证券股份有限公司, 容诚会计师事务所（特殊普通合伙）, 北京市君合律师事务所, 上海众华资产评估有限公司
广东芬尼科技股份有限公司, 2, 4.0491, 国元证券股份有限公司, 天健会计师事务所（特殊普通合伙）, 北京市君合律师事务所, 坤元资产评估有限公司
吉林省中研高分子材料股份有限公司, 2, 2.5343, 安信证券股份有限公司, 信永中和会计师事务所（特殊普通合伙）, 北京市天元律师事务所, 中铭国际资产评估（北京）有限责任公司
深圳市深科达智能装备股份有限公司, 3, 3.4932, 安信证券股份有限公司, 大华会计师事务所（特殊普通合伙）, 广东华商律师事务所
上海艾为电子技术股份有限公司, 2, 24.6814, 中信证券股份有限公司, 大信会计师事务所（特殊普通合伙）, 北京市竞天公诚律师事务所, 上海申威资产评估有限公司
广州市品高软件股份有限公司, 2, 5.6922, 民生证券股份有限公司, 天职国际会计师事务所（特殊普通合伙）, 北京市中伦律师事务所, 广东联信资产评估土地房地产估价有限公司
普冉半导体（上海）股份有限公司, 2, 3.4545, 中信证券股份有限公司, 立信会计师事务所（特殊普通合伙）, 国浩律师（上海）事务所, 天津中联资产评估有限责任公司
北京天广实生物技术股份有限公司, 2, 15.9, 中国国际金融股份有限公司, 信永中和会计师事务所（特殊普通合伙）, 北京市中伦律师事务所, 福建联合中和资产评估土地房地产估价有限公司
北京煜邦电力技术股份有限公司, 2, 3.9351, 兴业证券股份有限公司, 信永中和会计师事务所（特殊普通合伙）, 北京德恒律师事务所, 北京中同华资产评估有限公司
北京青云科技股份有限公司, 4, 11.8816, 中国国际金融股份有限公司, 容诚会计师事务所（特殊普通合伙）, 北京市汉坤律师事务所, 中水致远资产评估有限公司
佛山市联动科技股份有限公司, 2, 4.7512, 海通证券股份有限公司, 立信会计师事务所（特殊普通合伙）, 北京市君合律师事务所, 国众联资产评估土地房地产估价有限公司
